posting_id,date_posted,job_title,normalized_role,role_family,company,industry,city,state,country,work_mode,experience_level,employment_type,salary_min,salary_max,salary_period,salary_currency,required_skills,preferred_skills,education_requirement,years_experience_required,remote_eligible,description_excerpt,recruiter_name,recruiter_email,recruiter_phone,source_type,source_record_id,synthetic_record
CP-00584,2026-04-25,Software Engineer,Software Engineer,Software Engineering,Great Lakes Data Cooperative,Cloud Services,Boston,MA,United States,Hybrid,Entry Level,Part-time,80000.0,99000.0,year,USD,AWS | Git | Java | Linux | Python | React | SQL,Azure | C++ | Communication | Docker,Bachelor's degree,1,True,Synthetic entry level opportunity in cloud services focused on AWS and collaborative problem solving.,Jordan Davis,jordan.davis1@example.net,(555) 555-0183,synthetic_job_board,SYN-20260425-00584,True
CP-00585,2026-04-29,Cybersecurity Analyst,Cybersecurity Analyst,Cybersecurity,Great Lakes Data Cooperative,Government Technology,Pittsburgh,PA,United States,Hybrid,Internship,Internship,,,year,USD,Communication | Cybersecurity | Incident Response | Linux | Networking | Python | SIEM,AWS | Azure | Git | SQL,No degree specified,0,True,Synthetic internship opportunity in government technology focused on Communication and collaborative problem solving.,Parker Lee,parker.lee2@example.net,(555) 555-0184,synthetic_job_board,SYN-20260429-00585,True
CP-00586,2026-07-20,Power Systems Engineer,Electrical Engineer,Electrical & Hardware Engineering,Axiom Circuit Labs,Advanced Manufacturing,Phoenix,AZ,United States,On-site,Senior,Full-time,95000.0,135000.0,year,USD,AutoCAD | C++ | Circuit Design | Communication | Python,Arduino | Git,Bachelor's degree preferred,10,False,Synthetic senior opportunity in advanced manufacturing focused on AutoCAD and collaborative problem solving.,Cameron Lee,cameron.lee3@example.com,(555) 555-0185,synthetic_job_board,SYN-20260720-00586,True
CP-00587,2026-04-21,Information Security Analyst,Cybersecurity Analyst,Cybersecurity,Cascade Secure Systems,Cybersecurity,Raleigh,NC,United States,Remote,Associate,Full-time,79000.0,99000.0,year,USD,Azure | Cybersecurity | Incident Response | Linux | SIEM,AWS | Azure | Git | SQL,Bachelor's degree,2,True,Synthetic associate opportunity in cybersecurity focused on Azure and collaborative problem solving.,Riley Patel,riley.patel4@example.net,(919) 555-0186,synthetic_job_board,SYN-20260421-00587,True
CP-00588,2026-06-19,Entry-Level Developer,Junior Developer,Software Engineering,Potomac Digital Services,Software,Minneapolis,MN,United States,Remote,Associate,Full-time,53000.0,68000.0,year,USD,AWS | Git | JavaScript | Project Management | Python,AWS | C++ | Java | Linux | Project Management,Bachelor's degree preferred,2,True,Synthetic associate opportunity in software focused on AWS and collaborative problem solving.,Quinn Brown,quinn.brown5@example.net,(555) 555-0187,synthetic_job_board,SYN-20260619-00588,True
CP-00589,2026-07-02,Entry-Level Developer,Junior Developer,Software Engineering,Hoosier Automation Co.,Education Technology,Denver,CO,United States,On-site,Entry Level,Full-time,44000.0,61000.0,year,USD,Communication | Git | HTML/CSS | JavaScript | Python | React | SQL,AWS | C++ | Java | Linux,Bachelor's degree preferred,1,False,Synthetic entry level opportunity in education technology focused on Communication and collaborative problem solving.,Cameron Nguyen,cameron.nguyen6@example.org,(555) 555-0188,synthetic_job_board,SYN-20260702-00589,True
CP-00590,2026-07-21,Application Developer,Software Engineer,Software Engineering,Cascade Secure Systems,FinTech,Portland,OR,United States,Hybrid,Mid Level,Full-time,,,year,USD,AWS | Java | Linux | Python | React | SQL,C++ | Docker | Project Management,No degree specified,4,True,Synthetic mid level opportunity in fintech focused on AWS and collaborative problem solving.,Parker Martin,parker.martin7@example.net,(555) 555-0189,synthetic_job_board,SYN-20260721-00590,True
CP-00591,2026-03-06,Automation Engineer,Automation Engineer,Electrical & Hardware Engineering,Keystone Energy Works,Energy,Raleigh,NC,United States,On-site,Associate,Full-time,78000.0,94000.0,year,USD,AutoCAD | Communication | Control Systems | MATLAB | Python,Arduino | Git | SQL,No degree specified,1,False,Synthetic associate opportunity in energy focused on AutoCAD and collaborative problem solving.,Skyler Davis,skyler.davis8@example.net,(919) 555-0190,synthetic_job_board,SYN-20260306-00591,True
CP-00592,2026-04-11,Reporting Analyst,Data Analyst,Data & Analytics,Orchard Education Labs,Healthcare,Seattle,WA,United States,Remote,Internship,Internship,33000.0,39000.0,year,USD,Azure | Communication | Data Visualization | Excel | Python | SQL,AWS | Project Management | Statistics,No degree specified,0,True,Synthetic internship opportunity in healthcare focused on Azure and collaborative problem solving.,Morgan Lewis,morgan.lewis9@example.com,(206) 555-0191,synthetic_job_board,SYN-20260411-00592,True
CP-00593,2026-04-10,IT Support Specialist,IT Support Specialist,Information Technology,Keystone Energy Works,Retail,Baltimore,MD,United States,Hybrid,Mid Level,Contract,52000.0,68000.0,year,USD,Communication | Linux | Ticketing Systems | Windows,Project Management | Python,Bachelor's degree,3,True,Synthetic mid level opportunity in retail focused on Communication and collaborative problem solving.,Riley Lee,riley.lee10@example.net,(410) 555-0192,synthetic_job_board,SYN-20260410-00593,True
CP-00594,2026-07-22,Electrical Engineer,Electrical Engineer,Electrical & Hardware Engineering,Keystone Energy Works,Energy,Columbus,OH,United States,Hybrid,Internship,Internship,28000.0,36000.0,year,USD,Altium | AutoCAD | Circuit Design | Communication | MATLAB,Arduino | Embedded C | Project Management,Bachelor's degree,0,True,Synthetic internship opportunity in energy focused on Altium and collaborative problem solving.,Skyler Garcia,skyler.garcia11@example.com,(555) 555-0193,synthetic_job_board,SYN-20260722-00594,True
CP-00595,2026-03-04,Embedded Software Engineer,Embedded Systems Engineer,Electrical & Hardware Engineering,Hoosier Automation Co.,Robotics,Minneapolis,MN,United States,Hybrid,Internship,Internship,37000.0,48000.0,year,USD,Embedded C | Git | Linux | Microcontrollers,Altium | Communication | Python | RTOS,No degree specified,0,True,Synthetic internship opportunity in robotics focused on Embedded C and collaborative problem solving.,Reese Davis,reese.davis12@example.com,(555) 555-0194,synthetic_job_board,SYN-20260304-00595,True
CP-00596,2026-03-25,Automation Engineer,Automation Engineer,Electrical & Hardware Engineering,Peachtree Technology Group,Advanced Manufacturing,Pittsburgh,PA,United States,On-site,Associate,Full-time,,,year,USD,Communication | Control Systems | MATLAB | PLC | Python,Arduino | Git | Project Management | SQL,No degree specified,1,False,Synthetic associate opportunity in advanced manufacturing focused on Communication and collaborative problem solving.,Avery Lewis,avery.lewis13@example.net,(555) 555-0195,synthetic_job_board,SYN-20260325-00596,True
CP-00597,2026-06-15,PLC Engineer,Automation Engineer,Electrical & Hardware Engineering,Axiom Circuit Labs,Food Production,Minneapolis,MN,United States,Hybrid,Senior,Full-time,101000.0,145000.0,year,USD,AutoCAD | Control Systems | MATLAB | Python,Arduino | Git | Project Management | SQL,Bachelor's degree preferred,7,True,Synthetic senior opportunity in food production focused on AutoCAD and collaborative problem solving.,Quinn Davis,quinn.davis14@example.com,(555) 555-0196,synthetic_job_board,SYN-20260615-00597,True
CP-00598,2026-06-08,Information Security Analyst,Cybersecurity Analyst,Cybersecurity,Harborlight HealthTech,Government Technology,Minneapolis,MN,United States,Remote,Internship,Internship,36000.0,43000.0,year,USD,Azure | Communication | Cybersecurity | Git | Networking | Project Management | SIEM,AWS | Azure | Git | Project Management | SQL,Bachelor's degree preferred,0,True,Synthetic internship opportunity in government technology focused on Azure and collaborative problem solving.,Quinn Patel,quinn.patel15@example.org,(555) 555-0197,synthetic_job_board,SYN-20260608-00598,True
CP-00599,2026-02-22,Power Systems Engineer,Electrical Engineer,Electrical & Hardware Engineering,Keystone Energy Works,Advanced Manufacturing,Minneapolis,MN,United States,Hybrid,Entry Level,Full-time,50000.0,72000.0,year,USD,Altium | AutoCAD | C++ | Circuit Design | Communication | MATLAB | PLC,Arduino | Embedded C | Git | LabVIEW | Project Management,Bachelor's degree,1,True,Synthetic entry level opportunity in advanced manufacturing focused on Altium and collaborative problem solving.,Drew Davis,drew.davis16@example.com,(555) 555-0198,synthetic_job_board,SYN-20260222-00599,True
CP-00600,2026-03-10,Application Developer,Software Engineer,Software Engineering,Rainier Cloud Group,Cloud Services,Austin,TX,United States,On-site,Entry Level,Full-time,74000.0,94000.0,year,USD,AWS | Git | Java | JavaScript | Python,Azure | Docker | Project Management,No degree specified,2,False,Synthetic entry level opportunity in cloud services focused on AWS and collaborative problem solving.,Parker Davis,parker.davis17@example.net,,synthetic_job_board,SYN-20260310-00600,True
CP-00601,2026-07-26,IoT Engineer,Embedded Systems Engineer,Electrical & Hardware Engineering,Sonoran Systems Lab,Automotive,Denver,CO,United States,On-site,Entry Level,Full-time,72000.0,92000.0,year,USD,Arduino | Circuit Design | Embedded C | Microcontrollers,Communication | MATLAB | Python | RTOS,Bachelor's degree,0,False,Synthetic entry level opportunity in automotive focused on Arduino and collaborative problem solving.,Cameron Wilson,cameron.wilson18@example.net,(555) 555-0100,synthetic_job_board,SYN-20260726-00601,True
CP-00602,2026-04-03,Application Developer,Software Engineer,Software Engineering,Sonoran Systems Lab,Software,Atlanta,GA,United States,Remote,Entry Level,Full-time,72000.0,99000.0,year,USD,AWS | Azure | Communication | Git | Project Management | React,Azure | Communication | Project Management,High school diploma,0,True,Synthetic entry level opportunity in software focused on AWS and collaborative problem solving.,Riley Kim,riley.kim19@example.net,(555) 555-0101,synthetic_job_board,SYN-20260403-00602,True
CP-00603,2026-03-27,Data Analyst,Data Analyst,Data & Analytics,Liberty Financial Tech,Consulting,Indianapolis,IN,United States,Hybrid,Entry Level,Full-time,52000.0,61000.0,year,USD,Communication | Data Visualization | Excel | Power BI | Python | SQL | Tableau,Git | Statistics,Bachelor's degree,0,True,Synthetic entry level opportunity in consulting focused on Communication and collaborative problem solving.,Riley Davis,riley.davis20@example.org,(317) 555-0102,synthetic_job_board,SYN-20260327-00603,True
CP-00604,2026-04-05,IT Support Specialist,IT Support Specialist,Information Technology,Summit Network Partners,Healthcare,San Diego,CA,United States,Hybrid,Associate,Full-time,49000.0,59000.0,year,USD,Communication | Networking | Technical Support | Windows,Azure | Cybersecurity | Python,No degree specified,2,True,Synthetic associate opportunity in healthcare focused on Communication and collaborative problem solving.,Riley Clark,riley.clark21@example.org,(555) 555-0103,synthetic_job_board,SYN-20260405-00604,True
CP-00605,2026-06-05,Help Desk Technician,IT Support Specialist,Information Technology,Potomac Digital Services,Healthcare,Chicago,IL,United States,Hybrid,Senior,Full-time,65000.0,81000.0,year,USD,Communication | Networking | Technical Support | Ticketing Systems | Windows,Azure | Cybersecurity,Bachelor's degree,8,True,Synthetic senior opportunity in healthcare focused on Communication and collaborative problem solving.,Reese Smith,reese.smith22@example.com,(555) 555-0104,synthetic_job_board,SYN-20260605-00605,True
CP-00606,2026-06-11,Software Engineer,Software Engineer,Software Engineering,Cascade Secure Systems,HealthTech,Minneapolis,MN,United States,Hybrid,Entry Level,Full-time,66000.0,85000.0,year,USD,AWS | Git | Java | JavaScript | Linux | Python | React,Azure | C++ | Communication | Docker | Project Management,High school diploma,2,True,Synthetic entry level opportunity in healthtech focused on AWS and collaborative problem solving.,Riley Wilson,riley.wilson23@example.net,(555) 555-0105,synthetic_job_board,SYN-20260611-00606,True
CP-00607,2026-04-20,Network Operations Engineer,Network Engineer,Information Technology,Potomac Digital Services,Cloud Services,Phoenix,AZ,United States,Hybrid,Associate,Full-time,66000.0,81000.0,year,USD,Cisco | Communication | Cybersecurity | Linux | Networking | Python,Azure | Git | SIEM,Bachelor's degree preferred,1,True,Synthetic associate opportunity in cloud services focused on Cisco and collaborative problem solving.,Avery Lewis,avery.lewis24@example.org,(555) 555-0106,synthetic_job_board,SYN-20260420-00607,True
CP-00608,2026-06-12,Software Engineer,Software Engineer,Software Engineering,Blue Ridge Analytics,Cloud Services,Seattle,WA,United States,Hybrid,Entry Level,Full-time,,,year,USD,AWS | Java | JavaScript | Linux,C++ | Docker,Bachelor's degree,2,True,Synthetic entry level opportunity in cloud services focused on AWS and collaborative problem solving.,Drew Davis,drew.davis25@example.net,(206) 555-0107,synthetic_job_board,SYN-20260612-00608,True
CP-00609,2026-03-26,Data Analyst,Data Analyst,Data & Analytics,Keystone Energy Works,Healthcare,Salt Lake City,UT,United States,Remote,Senior,Full-time,81000.0,113000.0,year,USD,Azure | Git | Python | SQL,Git | Project Management | Statistics,No degree specified,6,True,Synthetic senior opportunity in healthcare focused on Azure and collaborative problem solving.,Quinn Garcia,quinn.garcia26@example.net,(555) 555-0108,synthetic_job_board,SYN-20260326-00609,True
CP-00610,2026-07-26,Backend Engineer,Software Engineer,Software Engineering,Sonoran Systems Lab,Software,Raleigh,NC,United States,Remote,Internship,Internship,37000.0,52000.0,year,USD,Azure | Java | JavaScript | Project Management | Python | React | SQL,Azure | C++ | Docker | Project Management,Bachelor's degree,0,True,Synthetic internship opportunity in software focused on Azure and collaborative problem solving.,Avery Clark,avery.clark27@example.com,(919) 555-0109,synthetic_job_board,SYN-20260726-00610,True
CP-00611,2026-05-07,Power Systems Engineer,Electrical Engineer,Electrical & Hardware Engineering,Front Range Controls,Energy,Austin,TX,United States,Remote,Mid Level,Full-time,85000.0,108000.0,year,USD,Altium | Azure | C++ | Communication | Git | Python,Embedded C | LabVIEW | Project Management,Bachelor's degree,6,True,Synthetic mid level opportunity in energy focused on Altium and collaborative problem solving.,Casey Wilson,casey.wilson28@example.net,(512) 555-0110,synthetic_job_board,SYN-20260507-00611,True
